Student ID,Peer Review 1 Title,Peer Review 1 Filename,Peer Review 2 Title,Peer Review 2 Filename
6376676,Landing a Plane on Final Approach with Q-Learning,044.mp4,Buying a House without Going Broke,081.mp4
6663705,Playing Mancala via Reinforcement Learning,059.pdf,Planar Manipulation of an Object with Unknown and Changing Center of Mass,110.pdf
6195008,Solving Wordle Using Monte Carlo Tree Search,132.pdf,Estimating an Optimal Solution to Backgammon,033.pdf
6211853,Reinforcement Learning Approaches for Sepsis Treatment,019.mp4,Belief Updating for Improved Navigation in Wind,047.pdf
6506688,Trajectory Optimization for Autonomous Parking Lot Cleaning using Q-Learning,029.pdf,Applying State Estimation Techniques to Improve Stability of a Ball-Balancing Robot,221.pdf
6454267,Q-learning networks for settlers of Catan,228.pdf,Determining an optimal screening policy for colorectal cancer,119.mp4
6456092,Optimal Policy for Ground-to-Satellite Communication using Reinforcement Learning,087.pdf,Utility in Financial Markets,103.pdf
6252858,Exploring Crop Irrigation Decisions Under Climate Uncertainty,146.pdf,Settlers of Catan Settlement Placement Optimization with Deep Q-Learning,090.pdf
6661821,Hanabi Heuristics and Hypotheses: Delving into Decision-Making Dynamics with Deep Q-Learning and Monte-Carlo Tree Search,186.pdf,Autonomous vehicle lane-keeping with model uncertainty: A reinforcement learning approach,135.mp4
6099076,POMDPoker,164.mp4,Cleaning the streets with RL,149.mp4
6433802,Maximum Entropy Reinforcement Learning for Prompt Tuning,039.pdf,Modeling Strategies for the Conservation of Florida Manatees using POMDP Methods,153.pdf
6257767,Electric Vehicle Route Planning with Uncertainty in Charger Wait Times,222.pdf,Measuring potential effects of an intelligent tutoring system,055.pdf
6203078,Using Q-learning for autonomous driving decision-making when brakes fail,231.mp4,Optimizing Cloud Computing Resource Allocation,123.pdf
6504285,Q-Learning for Crypto Trading: A Time series Driven Approach,026.mp4,Taxi Route Recommendations Using Reinforcement Learning,048.pdf
6335758,Reinforcement Learning w/Stocks,191.mp4,An Attemped Agent for Playing Catan,111.pdf
6260869,Race Track Driving Using Deep Reinforcement Learning,064.mov,Wordle Got Schooled: Q-Learning Takes on the Puzzle,104.mp4
6506040,Deep Reinforcement Learning In Pairs Trading,022.mov,Optimal Online Ad Allocation Under Uncertainty,063.pdf
6606160,Deep Double Q Network for Lunar Lander,062.mp4,RoboCook: Long-Horizon Elasto-plastic Object Manipulation with Diverse Tools,011.pdf
6351410,How do we walk? Controlling joint motor torque to achieve balanced movement,106.pdf,Deep Reinforcement Learning for Stock Trading,078.pdf
6664391,Effect of Additional Information on Learning to Bid in First Price Auctions,224.pdf,Greedy Search for Optimal Soil Sample Analysis,152.mp4
6541108,Cubo: Your Friendly Neighborhood Rolling Cube,126.pdf,Value Iteration and Contraceptive Method Choice: Applying Algorithmic Decision Making to Women’s Health Practices,089.pdf
6314550,Get out of the way! Vehicle-Object Collision Avoidance,165.mp4,Ping Pong Prodigy,113.pdf
6260489,Modeling the Board Game Secret Hitler as a Decision Making Problem,177.pdf,Techno-Economic Optimization of Flexible Geothermal Power and Battery Storage Using Reinforcement Learning Algorithms,138.pdf
6676235,Learning and Improving the Intelligent Driver Model with Reinforcement Learning,129.mp4,A Novel Reward Shaping Function for Single-Player Mahjong,140.pdf
6420511,Reinforcement Learning for Chess Variants,065.mp4,Modeling Deceit in Coup,079.pdf
6649977,Reinforcement Learning Based Magnetic Detumbling of Low Earth Orbit Satellites,183.pdf,Reinforcement Learning for Autonomous Navigation of Subterranean Environments,054.pdf
6543594,Automated Theorem Proving with Graph Neural Network,219.pdf,Automating Neural Network Model Architecture Discovery with Policy Search Methods,115.pdf
6409929,Deep Q-Learning for Minesweeper,095.mp4,UAV Search and Rescue Optimization,151.pdf
6281144,Flipping the Bit: Explorations in Learning the Ising Model,007.mp4,Implementing Q-learning to Obtain Control Policy for Residential Battery System,125.pdf
6345059,Reinforcement Learning for Robot Waiters in Restaurants,094.pdf,Bayesian Graphical and Deep Q-Learning Agents in Colonel Blotto Game,194.pdf
6422405,Guided Decision Making Under Uncertainty,218.pdf,Queue RL,012.pdf
9625013,Safe Navigation: Training Autonomous Vehicles using Deep Reinforcement Learning in CARLA,124.pdf,Racing Optimization using Deep Reinforcement Learning,170.pdf
6368210,On Unstable Ground: Navigating Avalanche Terrain,211.pdf,Satellite Collision Avoidance Through Neural Networks,212.pdf
6493885,Tham Luang Cave Rescue: A Reinforcement Learning Approach,225.pdf,Understanding Push-Fold Pre-Flop Strategy for Heads-Up NLH Poker,156.mp4
6646318,Taxi Route Optimization using Reinforcement Learning,082.pdf,Automated Trading System using Reinforcement Learning,179.pdf
6427343,Beating Cube Field,178.pdf,Optimizing Green Infrastructure Citing for Urban Flood Mitigation,098.pdf
50014879,Improving Matches in Dynamic Organ Exchanges,145.pdf,Twenty-Twenty Learning: A 2048 solver powered by Deep Q-Networks,003.mp4
6385998,Self-Driving School Bus for Stanford Campus,074.pdf,Optimal Texas Hold 'em Poker Pre-flop Play through Reinforcement Learning,049.mp4
6141334,"Blackjack: Are the ""Basic Strategies"" Sufficient?",045.pdf,Health-aware Battery Usage Strategy for Data-driven Battery Management Systems (BMS),172.mp4
6605667,Learning to Swim in Turbulent Environments,086.mp4,Decision-Making Algorithms for Winning Coinche,202.pdf
6485846,Optimal Load Scheduling for Smart Homes,028.pdf,MCTS Parameter Exploration For Simplified Catan,203.mov
6409931,SARSA Applications to UNO!,198.pdf,Traffic Light Optimization Under Uncertainty,036.pdf
6205892,Comparing Performance between Q-Learning and Fictitious Self-Play Trained on Neural Networks for Uno,100.mp4,Solving Wordle using Reinforcement Learning,121.pdf
6376891,Decision-Making in Pineapple Poker,093.pdf,Reinforcement Learning for Gin Rummy,077.pdf
6509984,Monte Carlo Tree Search for Exploitative Texas Hold'em Poker Agent,216.pdf,Making a (Good) Pokemon 1v1 Battle Agent,072.mp4
6664054,Energy Markets as an MDP,163.pdf,"Solving Wordle using Information Theory, Minimax Algorithms, and Q-Learning",116.pdf
6502316,Theseus and the Cyclops: Adventures in Navigation Using Monocular Depth Estimation,038.pdf,Optimal Strategy Generation for Pandemic Game Using Monte Carlo Tree Search,008.pdf
6661332,Hit or Stand: Strategizing Blackjack Using Reinforcement Learning,133.pdf,Drag-based Reconfiguration of Spacecraft Formations Under Uncertainty,004.mp4
6423320,Q-Learning for a Traveling Salesman Problem Variant in Modified Landmark Traversal,187.pdf,Towards Teaching a Human to Walk,083.mp4
6252747,Bidding Strategy for Residential Solar and Storage in Transactive Electricity Market using Reinforcement Learning,171.pdf,Driving with Large Language Models,046.mp4
6337670,Playing Any Game: Using MCTS for General Game Playing,144.pdf,Precise Point Positioning: Use of Extended-Kalman Filter in Global Positioning System,018.mp4
6293301,Cleaning Up with Q-Learning: Optimizing Roomba Navigation in Unknown Environments,139.mp4,Multi-Rover Exploration using Dec-POMDPs,092.pdf
6496669,Bulletproof AI: Reinforcement Learning for Collision Avoidance in Bullet Hell Games,097.pdf,"Think Big, Start Small: Scrabble Reinforcement Learning with K-Means State Space Compression",169.pdf
6422078,Can we do Bayesian structure learning using gradient descent?,080.mov,X's and O's: Optimization of Tic-Tac-Toe,056.pdf
5612914,Optimal Policy for Uber/Lyft drivers in the Bay Area,002.pdf,Developing An Automated 2D Simulation For Parking a Car,166.mp4
6139919,A Chess Engine on Ice: Developing an Automated Curling Skip Capable of Decision Making under Uncertainty,067.pdf,Payment Optimization for Combination Shoppers and Delivery Drivers using Deep Q Learning with Experience Replay,185.pdf
6371434,Battery Temperature Control for Deep Space Missions,181.pdf,Using Reinforcement Learning for Life and Death problem in Go,050.mp4
9653314,Code-Lint: Code Generation with Reinforcement Learning incorporating Linter Feedback,120.pdf,Reinforcement Learning for Robotic Arm Reach Problem,085.pdf
6110429,Development and Evaluation of a Reinforcement Learning Model to Optimize Discharge Decisions in Hospital Emergency Departments,200.pdf,Playing blackjack using reinforcement learning,058.pdf
9620093,Reinforcement Learning for Optimal Policy in Texas Hold'em Game,173.pdf,Transmission Expansion for Offshore Wind Farms Under Uncertainty,101.pdf
6321026,Optimal Elevator Algorithm,099.pdf,Preventing the Spread of Wind-Driven Wildfires with Partially Observable Markov Decision Processes,070.pdf
6351146,Feel-Good Othello-Bot: Othello-Player Agent to Bring Satisfying Win for Human Player,088.pdf,Solving Half Cheetah Problem Using Offline RL,114.mp4
6662819,RL Agent for Fish,195.mp4,Scrabble Engine Based on MuZero,220.mp4
6177766,Travelling with (Un)certainty,051.pdf,Designing a Reliable Crew Member,193.pdf
6424659,Drone Delivery,192.mp4,AITA Judge Twitch Streamer,035.mp4
6342241,Optimal Pricing as a Markov Decision Process,168.mp4,Online Planning with Terrain Friction Estimation for Safe Rover Navigation,068.pdf
6433433,Navigation of free-flying spacecraft without attitude measurements,207.mov,I ♥ RL: Using Q-Learning to Play Hearts,034.pdf
50007087,Smart Water Heater via Sparse Sampling,190.pdf,Optimal Dining Hall Choice,213.pdf
6312148,Goal Misgeneralization in a Simple Reinforcement Learning Problem,227.pdf,Dynamic Efficient Sampling Policy Learning - An Investigation of DRL-based Atari Game Playing,137.pdf
6351102,Playing Risk with Reinforcement Learning,142.mp4,Fuel Efficient Autonomous Driving,037.pdf
6367487,Multi-task Learning for Robotic Manipulation,122.pdf,Simple Reinforcement Learning for Space Mining Bots,069.pdf
6501642,Optimizing Climate-Resilient Infrastructure Investment,180.mp4,Multi-Agent Control in Partially Observable Environment,184.mp4
6664143,Comparison of Online Planning and Reinforcement Learning for Oil Spill Containment,030.mp4,FlyGenie: Minimize your flight ticket purchase costs,196.pdf
6260932,Building a Poker Agent,232.mp4,Hit or Stand? Optimizing Blackjack Strategy,010.mp4
5446396,Wordlebot: Improving Wordle Performance Using Forward Search,027.pdf,Modeling the Use of Alternative Modalities to Complete Data Visualization Tasks,016.mp4
5859509,Using Q-Learning to Optimize Fantasy Premier League,143.pdf,"Applying Reinforcement Learning and Online Planning to the Game ”Regenwormen""",040.pdf
6205288,Baseball Pitch Analytics,204.pdf,Adaptive Water Supply Desalination Planning under Hydrological Uncertainty,148.pdf
6531839,CALIBRATING BLACK-BOX TRANSITION MODELS FOR MDP PLANNING USING CONFORMAL PREDICTION,201.pdf,Card-Counting Blackjack Agent,102.mp4
6334971,rePlayToGrade: Auto-Grading Student Programming Assignments At Scale Using Reinforcement Learning,150.pdf,Planning Flood Evacuations Using Monte Carlo Tree Search,159.pdf
6351245,Wildfire Evacuation Planning: Using MDPs to go Beyond Surveillance,174.mp4,Particle Filter for Battery Aging State Estimation,208.pdf
6453543,Travelling with (Un)certainty,051.pdf,Goal Misgeneralization in a Simple Reinforcement Learning Problem,227.pdf
6227637,"Applying Reinforcement Learning and Online Planning to the Game ”Regenwormen""",040.pdf,Baseball Pitch Analytics,204.pdf
6256096,Solving Wordle using Reinforcement Learning,121.pdf,Building an Agent for Settlers of Catan,154.pdf
6435452,Learning to Swim in Turbulent Environments,086.mp4,Decision Making in Quadcopter Navigation with The Effects of Wind,015.pdf
6249745,CheatGPT: Evaluating Robustness of Language Model Detectors to Adversarial Prompting,217.pdf,Optimal Pricing as a Markov Decision Process,168.mp4
6495747,Using Deep Q-Learning to Improve Automated Train Systems,209.pdf,Applying Reinforcement Learning to Pac-Man,155.pdf
6299180,Particle Filter for Battery Aging State Estimation,208.pdf,Q-Learning for Crypto Trading: A Time series Driven Approach,026.mp4
6262271,Localization and path finding of a known environment,020.pdf,Optimal Policy for Ground-to-Satellite Communication using Reinforcement Learning,087.pdf
6070070,Multiagent Coordination of Space Debris Cleanup under Uncertainty,188.pdf,FlyGenie: Minimize your flight ticket purchase costs,196.pdf
6173156,Reinforcement Learning for Robotic Arm Reach Problem,085.pdf,FishBot: Decision Making in Canadian Fish,076.pdf
6247179,Preventing the Spread of Wind-Driven Wildfires with Partially Observable Markov Decision Processes,070.pdf,X's and O's: Optimization of Tic-Tac-Toe,056.pdf
6310794,Mortal (Q)ombat: Training an AI agent with Reinforcement Learning to Play a Brawler Game,006.pdf,Decision-Making in Pineapple Poker,093.pdf
6393681,Determining an optimal screening policy for colorectal cancer,119.mp4,Playing blackjack using reinforcement learning,058.pdf
6663000,Estimating Physical Parameters of Dynamical Systems Using Sequential Importance Sampling,214.pdf,Optimal Online Ad Allocation Under Uncertainty,063.pdf
6250849,Taxi Route Recommendations Using Reinforcement Learning,048.pdf,Code-Lint: Code Generation with Reinforcement Learning incorporating Linter Feedback,120.pdf
6330672,LQR Robust Servomechanism and Kalman-Bucy Filter For Quadrotor Control & State Estimation,128.pdf,Bulletproof AI: Reinforcement Learning for Collision Avoidance in Bullet Hell Games,097.pdf
6254259,Multi-Agent Control in Partially Observable Environment,184.mp4,Fantasy Football Team Draft Sequential Decision Process,060.pdf
6238729,RL Agent for Fish,195.mp4,How to not lose your starship: Strategy Optimization for Corellian Spike,108.pdf
6354755,Deep Q-Learning for Minesweeper,095.mp4,SARSA Applications to UNO!,198.pdf
6415955,Safe Drilling for Subsurface Resources in the Presence of Caves Using POMDPs,161.pdf,Flipping the Bit: Explorations in Learning the Ising Model,007.mp4
6270342,Scrabble Engine Based on MuZero,220.mp4,Optimal Load Scheduling for Smart Homes,028.pdf
6164745,AITA Judge Twitch Streamer,035.mp4,Monte Carlo Tree Search for Exploitative Texas Hold'em Poker Agent,216.pdf
6665563,Payment Optimization for Combination Shoppers and Delivery Drivers using Deep Q Learning with Experience Replay,185.pdf,Beating the Terminal Game,053.pdf
6454603,Using Reinforcement Learning for Life and Death problem in Go,050.mp4,Geometry Dash AI,109.mp4
6338419,8-bit Uber: Exploring the effects of uncertainty in the Taxi environment,131.pdf,Learning and Improving the Intelligent Driver Model with Reinforcement Learning,129.mp4
6383564,Taxi Route Optimization using Reinforcement Learning,082.pdf,Hit or Stand? Optimizing Blackjack Strategy,010.mp4
6450789,Developing An Automated 2D Simulation For Parking a Car,166.mp4,Development and Evaluation of a Reinforcement Learning Model to Optimize Discharge Decisions in Hospital Emergency Departments,200.pdf
6502015,Utility in Financial Markets,103.pdf,Designing a Reliable Crew Member,193.pdf
6654469,Reinforcement Learning for Optimal Policy in Texas Hold'em Game,173.pdf,Tropical Reforestation,009.mp4
6435287,I ♥ RL: Using Q-Learning to Play Hearts,034.pdf,Particle Filter For Autonomous Vehicle Handover,021.pdf
6193978,Smart Water Heater via Sparse Sampling,190.pdf,Deep Reinforcement Learning for In-Flight Calibration of a Lunar Lander,127.pdf
6358156,Self-Driving School Bus for Stanford Campus,074.pdf,Playing Any Game: Using MCTS for General Game Playing,144.pdf
6263775,Reinforcement Learning for Gin Rummy,077.pdf,Transmission Expansion for Offshore Wind Farms Under Uncertainty,101.pdf
6245406,Traffic Light Optimization Under Uncertainty,036.pdf,"Is There an ""I"" in Team? An Exploration of Capture the Flag Reinforcement Learning Agents",182.pdf
6423622,Tic-Tac-Toe: An Unbeatable Foe,105.pdf,Solving Tic-Tac-Toe,032.mp4
6314880,Q-learning networks for settlers of Catan,228.pdf,Using Q-Learning to Optimize Fantasy Premier League,143.pdf
5576021,Health-aware Battery Usage Strategy for Data-driven Battery Management Systems (BMS),172.mp4,Multi-Rover Exploration using Dec-POMDPs,092.pdf
6253074,RoboCook: Long-Horizon Elasto-plastic Object Manipulation with Diverse Tools,011.pdf,Optimal Strategy Generation for Pandemic Game Using Monte Carlo Tree Search,008.pdf
6399642,CALIBRATING BLACK-BOX TRANSITION MODELS FOR MDP PLANNING USING CONFORMAL PREDICTION,201.pdf,Solving Wordle Using Monte Carlo Tree Search,132.pdf
6502342,Automated Trading System using Reinforcement Learning,179.pdf,Solving the Taxi-v3 Problem Using Model-Free Reinforcement Learning,176.pdf
6443706,MCTS Parameter Exploration For Simplified Catan,203.mov,Decision-Making Algorithms for Winning Coinche,202.pdf
6543700,Fuel Efficient Autonomous Driving,037.pdf,Applying State Estimation Techniques to Improve Stability of a Ball-Balancing Robot,221.pdf
6409966,Landing a Plane on Final Approach with Q-Learning,044.mp4,Adaptive Water Supply Desalination Planning under Hydrological Uncertainty,148.pdf
6209233,"Solving Wordle using Information Theory, Minimax Algorithms, and Q-Learning",116.pdf,Techno-Economic Optimization of Flexible Geothermal Power and Battery Storage Using Reinforcement Learning Algorithms,138.pdf
6510344,Safe Navigation: Training Autonomous Vehicles using Deep Reinforcement Learning in CARLA,124.pdf,Reinforcement Learning Strategies for Love Letter,229.pdf
6286195,UAV Search and Rescue Optimization,151.pdf,Deep Double Q Network for Lunar Lander,062.mp4
6442819,Autonomous vehicle lane-keeping with model uncertainty: A reinforcement learning approach,135.mp4,Online Planning Strategies for Hangman,162.pdf
6281871,Reinforcement Learning for Chess Variants,065.mp4,Cubo: Your Friendly Neighborhood Rolling Cube,126.pdf
6655561,Autonomous Driving in a Roundabout with Rule-Breaking Agents,057.pdf,Effect of Additional Information on Learning to Bid in First Price Auctions,224.pdf
6380082,Search and ResQ,042.mp4,Prepare to AI: Model-Free Reinforcement Learning for Dark Souls 1,134.pdf
6072290,Q-Learning for a Traveling Salesman Problem Variant in Modified Landmark Traversal,187.pdf,Battery Temperature Control for Deep Space Missions,181.pdf
6504456,RL-ATC: Multi-Agent Reinforcement Learning for On-the-Ground Air Traffic Control and Planning,223.pdf,Rapid Calibration of a Cellular-Resolution Bidirectional Neural Interface,189.pdf
6251312,Applying Q-Learning to Uno,117.pdf,Card-Counting Blackjack Agent,102.mp4
6661826,Modeling Strategies for the Conservation of Florida Manatees using POMDP Methods,153.pdf,Value Iteration applied to Orbital Debris Removal with a Satellite,005.pdf
6664106,Maximum Entropy Reinforcement Learning for Prompt Tuning,039.pdf,Understanding Push-Fold Pre-Flop Strategy for Heads-Up NLH Poker,156.mp4
6499750,Efficient Diagnostic Questioning: Minimizing the Number of Questions for Accurate Medical Diagnoses,210.pdf,A Chess Engine on Ice: Developing an Automated Curling Skip Capable of Decision Making under Uncertainty,067.pdf
6312304,Optimal Drone Navigation with Stochastic Dynamics,052.pdf,Implementing Q-learning to Obtain Control Policy for Residential Battery System,125.pdf
6382881,Improving Matches in Dynamic Organ Exchanges,145.pdf,Drone Delivery,192.mp4
6246440,Learning to Play Backgammon Using Reinforcement Learning,073.pdf,A SARSA-Based Agent to Play “Guilty Gear: Strive”,096.mp4
6343129,Planar Manipulation of an Object with Unknown and Changing Center of Mass,110.pdf,Fantasy Ice Hockey Lineup Decisions with Q-Learning and SARSA,001.pdf
6281235,Optimal Dining Hall Choice,213.pdf,Get out of the way! Vehicle-Object Collision Avoidance,165.mp4
6500868,Making a (Good) Pokemon 1v1 Battle Agent,072.mp4,Reinforcement Learning w/Stocks,191.mp4
6422387,Reinforcement Learning Approaches for Sepsis Treatment,019.mp4,Twenty-Twenty Learning: A 2048 solver powered by Deep Q-Networks,003.mp4
6640846,Energy Markets as an MDP,163.pdf,Evaluating Flood Risk for Evacuations: Decision Making with Bayesian Networks,025.mp4
6234702,Using Q-learning for autonomous driving decision-making when brakes fail,231.mp4,Precise Point Positioning: Use of Extended-Kalman Filter in Global Positioning System,018.mp4
6254621,Reinforcement Learning Based Magnetic Detumbling of Low Earth Orbit Satellites,183.pdf,A Markov-Based Approach to Evaluate the Optimal Position of Zeposia in the Treatment of Ulcerative Colitis,091.pdf
6655206,Electric Vehicle Route Planning with Uncertainty in Charger Wait Times,222.pdf,Bayesian Graphical and Deep Q-Learning Agents in Colonel Blotto Game,194.pdf
6427427,Optimal Texas Hold 'em Poker Pre-flop Play through Reinforcement Learning,049.mp4,Can we do Bayesian structure learning using gradient descent?,080.mov
6663326,Exploring Crop Irrigation Decisions Under Climate Uncertainty,146.pdf,POMDPoker,164.mp4
6421053,Deep Reinforcement Learning In Pairs Trading,022.mov,Deep Q-learning Network on Atari Game,075.pdf
6663446,A Novel Reward Shaping Function for Single-Player Mahjong,140.pdf,Belief Updating for Improved Navigation in Wind,047.pdf
6444602,Modeling Central Bank Interest Rate Policy Decisions,014.pdf,Q-QWOP: Using Q-Learning for QWOP Policy Development,024.pdf
6545305,Hyperparameter-tuning Q-learning for flood-mitigation investment decision support system,175.pdf,Optimal Elevator Algorithm,099.pdf
6430403,Value Iteration and Contraceptive Method Choice: Applying Algorithmic Decision Making to Women’s Health Practices,089.pdf,Optimizing Green Infrastructure Citing for Urban Flood Mitigation,098.pdf
6663708,battery-charger: Reinforcement learning techniques for wholesale market participation of grid-scale batteries,167.pdf,Theseus and the Cyclops: Adventures in Navigation Using Monocular Depth Estimation,038.pdf
6663879,Safe Lane Merging for Autonomous Cars on the Highway through Markov Decision Process,130.pdf,Measuring potential effects of an intelligent tutoring system,055.pdf
6345032,Breaking the Code: An RL Solution to Mastermind,023.pdf,Hit or Stand: Strategizing Blackjack Using Reinforcement Learning,133.pdf
6495906,Monte Carlo Tree Search Applied to Spaceship Maze,147.pdf,Optimizing Cloud Computing Resource Allocation,123.pdf
6250639,Optimal Policy for Uber/Lyft drivers in the Bay Area,002.pdf,Planning Flood Evacuations Using Monte Carlo Tree Search,159.pdf
6175468,Reinforcement Learning for Autonomous Navigation of Subterranean Environments,054.pdf,Helping and Hindering: Recursive Reasoning in a Multi-Agent MDP,197.pdf
6429446,Hanabi Heuristics and Hypotheses: Delving into Decision-Making Dynamics with Deep Q-Learning and Monte-Carlo Tree Search,186.pdf,Multi-task Learning for Robotic Manipulation,122.pdf
6436804,Modeling Autonomous Traffic Flow using MDPs,107.mp4,Rocket Self-Landing using Proximal Policy Optimization,118.mp4
6418594,Settlers of Catan Settlement Placement Optimization with Deep Q-Learning,090.pdf,On Unstable Ground: Navigating Avalanche Terrain,211.pdf
6542413,Playing Mancala via Reinforcement Learning,059.pdf,Guided Decision Making Under Uncertainty,218.pdf
6213838,Feel-Good Othello-Bot: Othello-Player Agent to Bring Satisfying Win for Human Player,088.pdf,Local Search Approaches to Trading Strategy Optimization in Animal Crossing: New Horizons,157.pdf
6020057,A Julia Package for Calculating the Gittins Index,158.pdf,rePlayToGrade: Auto-Grading Student Programming Assignments At Scale Using Reinforcement Learning,150.pdf
6343144,Wordle Got Schooled: Q-Learning Takes on the Puzzle,104.mp4,Automated Theorem Proving with Graph Neural Network,219.pdf
6402362,An Attemped Agent for Playing Catan,111.pdf,Queue RL,012.pdf
6249756,Playing Risk with Reinforcement Learning,142.mp4,Optimizing Store Inventory Management with Q-learning,061.mp4
6453092,Navigation of free-flying spacecraft without attitude measurements,207.mov,Dynamic Efficient Sampling Policy Learning - An Investigation of DRL-based Atari Game Playing,137.pdf
6439214,Cleaning Up with Q-Learning: Optimizing Roomba Navigation in Unknown Environments,139.mp4,Tham Luang Cave Rescue: A Reinforcement Learning Approach,225.pdf
6734946,Optimizing Christmas Gift Purchasing Decisions with Reinforcement Learning,031.mp4,Satellite Collision Avoidance Through Neural Networks,212.pdf
6256554,Comparing Performance between Q-Learning and Fictitious Self-Play Trained on Neural Networks for Uno,100.mp4,Wildfire Evacuation Planning: Using MDPs to go Beyond Surveillance,174.mp4
6603955,Driving with Large Language Models,046.mp4,Optimizing Climate-Resilient Infrastructure Investment,180.mp4
6640402,Wordlebot: Improving Wordle Performance Using Forward Search,027.pdf,Online Planning with Terrain Friction Estimation for Safe Rover Navigation,068.pdf
6500998,Blackjack with Card Counting,041.pdf,Comparison of Online Planning and Reinforcement Learning for Oil Spill Containment,030.mp4
6301787,"Blackjack: Are the ""Basic Strategies"" Sufficient?",045.pdf,Estimating an Optimal Solution to Backgammon,033.pdf
